Experiment,sample_id,study,project,condition,rep_id,Strain Description,Strain,Culture Type,Evolved Sample,Base Media,Temperature (C),pH,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Antibiotic for selection,Growth Rate (1/hr),Isolate Type,Additional Details,project_reference,Sequencing Machine,LibraryLayout,Platform,Biological Replicates,DOI,GEO,SRX,Run,R1,R2,contact,creator,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates
p1k_00501,tcs__wt_LiAcet__1,Two Component Systems,tcs,wt_LiAcet,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,,Acetoacetate/LiCl(10mM),,,,,p1k_00505;p1k_00506,,PAIRED,ILLUMINA,2.0,,,,,s3://precise-db/raw_data/tcs/2CS_CHX_WT10mMLi-AcetR1_S11_R1_001.fastq.gz,s3://precise-db/raw_data/tcs/2CS_CHX_WT10mMLi-AcetR1_S11_R2_001.fastq.gz,Katherine Decker,Julia Kleinmanns,True,True,True,True,tcs:wt_LiAcet,True,True
p1k_00502,tcs__wt_LiAcet__2,Two Component Systems,tcs,wt_LiAcet,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,,Acetoacetate/LiCl(10mM),,,,,p1k_00505;p1k_00506,,PAIRED,ILLUMINA,2.0,,,,,s3://precise-db/raw_data/tcs/2CS_CHX_WT10mMLi-AcetR2_S12_R1_001.fastq.gz,s3://precise-db/raw_data/tcs/2CS_CHX_WT10mMLi-AcetR2_S12_R2_001.fastq.gz,Katherine Decker,Julia Kleinmanns,True,True,True,True,tcs:wt_LiAcet,True,True
p1k_00503,tcs__wt_LiCl__1,Two Component Systems,tcs,wt_LiCl,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,,LiCl(10mM),,,,,p1k_00505;p1k_00506,,PAIRED,ILLUMINA,2.0,,,,,s3://precise-db/raw_data/tcs/2CS_CHX_WT10mMLiCl2R1_S13_R1_001.fastq.gz,s3://precise-db/raw_data/tcs/2CS_CHX_WT10mMLiCl2R1_S13_R2_001.fastq.gz,Katherine Decker,Julia Kleinmanns,True,True,True,True,tcs:wt_LiCl,True,True
p1k_00504,tcs__wt_LiCl__2,Two Component Systems,tcs,wt_LiCl,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,,LiCl(10mM),,,,,p1k_00505;p1k_00506,,PAIRED,ILLUMINA,2.0,,,,,s3://precise-db/raw_data/tcs/2CS_CHX_WT10mMLiCl2R2_S14_R1_001.fastq.gz,s3://precise-db/raw_data/tcs/2CS_CHX_WT10mMLiCl2R2_S14_R2_001.fastq.gz,Katherine Decker,Julia Kleinmanns,True,True,True,True,tcs:wt_LiCl,True,True
p1k_00505,tcs__wt_m9p__1,Two Component Systems,tcs,wt_m9p,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9P,37,7.0,glucose(4),NH4Cl(1),O2,,,,,,,p1k_00505;p1k_00506,,PAIRED,ILLUMINA,2.0,doi.org/10.1128/mSystems.00980-20,GSE143855,SRX7575771,SRR10907664,s3://precise-db/raw_data/tcs/2CS_CHX_WTM9-PR1_S3_R1_001.fastq.gz,s3://precise-db/raw_data/tcs/2CS_CHX_WTM9-PR1_S3_R2_001.fastq.gz,Katherine Decker,Julia Kleinmanns,True,True,True,True,tcs:wt_m9p,True,True
p1k_00506,tcs__wt_m9p__2,Two Component Systems,tcs,wt_m9p,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9P,37,7.0,glucose(4),NH4Cl(1),O2,,,,,,,p1k_00505;p1k_00506,,PAIRED,ILLUMINA,2.0,doi.org/10.1128/mSystems.00980-20,GSE143855,SRX7575772,SRR10907665,s3://precise-db/raw_data/tcs/2CS_CHX_WTM9-PR2_S4_R1_001.fastq.gz,s3://precise-db/raw_data/tcs/2CS_CHX_WTM9-PR2_S4_R2_001.fastq.gz,Katherine Decker,Julia Kleinmanns,True,True,True,True,tcs:wt_m9p,True,True
p1k_00507,tcs__wt_pyr__1,Two Component Systems,tcs,wt_pyr,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,01xLB,37,7.0,,,O2,,Pyruvate(100uM),,,,,p1k_00505;p1k_00506,,PAIRED,ILLUMINA,2.0,,,,,s3://precise-db/raw_data/tcs/2CR_HRS_MG1655_pyruvate_1_S13_R1_001.fastq.gz,s3://precise-db/raw_data/tcs/2CR_HRS_MG1655_pyruvate_1_S13_R2_001.fastq.gz,Katherine Decker,Julia Kleinmanns,True,True,True,True,tcs:wt_pyr,True,True
p1k_00508,tcs__wt_pyr__2,Two Component Systems,tcs,wt_pyr,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,01xLB,37,7.0,,,O2,,Pyruvate(100uM),,,,,p1k_00505;p1k_00506,,PAIRED,ILLUMINA,2.0,,,,,s3://precise-db/raw_data/tcs/2CR_HRS_MG1655_pyruvate_2_S14_R1_001.fastq.gz,s3://precise-db/raw_data/tcs/2CR_HRS_MG1655_pyruvate_2_S14_R2_001.fastq.gz,Katherine Decker,Julia Kleinmanns,True,True,True,True,tcs:wt_pyr,True,True
p1k_00509,tcs__wt_zncl2__1,Two Component Systems,tcs,wt_zncl2,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,LB,37,7.0,,,O2,,ZnCl2(1mM),,,,,p1k_00505;p1k_00506,,PAIRED,ILLUMINA,2.0,doi.org/10.1128/mSystems.00980-20,GSE143855,SRX7575777,SRR10907670,s3://precise-db/raw_data/tcs/2CS_CHX_WT_1_mM_ZnCl2_R1_S29_R1_001.fastq.gz,s3://precise-db/raw_data/tcs/2CS_CHX_WT_1_mM_ZnCl2_R1_S29_R2_001.fastq.gz,Katherine Decker,Julia Kleinmanns,True,True,True,True,tcs:wt_zncl2,True,True
p1k_00510,tcs__wt_zncl2__2,Two Component Systems,tcs,wt_zncl2,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,LB,37,7.0,,,O2,,ZnCl2(1mM),,,,,p1k_00505;p1k_00506,,PAIRED,ILLUMINA,2.0,doi.org/10.1128/mSystems.00980-20,GSE143855,SRX7575778,SRR10907671,s3://precise-db/raw_data/tcs/2CS_CHX_WT_1_mM_ZnCl2_R2_S30_R1_001.fastq.gz,s3://precise-db/raw_data/tcs/2CS_CHX_WT_1_mM_ZnCl2_R2_S30_R2_001.fastq.gz,Katherine Decker,Julia Kleinmanns,True,True,True,True,tcs:wt_zncl2,True,True
p1k_00616,pcoli__atASMT_325G__1,pColi,pcoli,atASMT_325G,1,Escherichia coli K-12 MG1655 atASMT_325G,MG1655,Batch,No,M9,37,7.0,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.52856952,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",p1k_00708;p1k_00709,,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.ymben.2020.07.002,GSE133607,,,s3://precise-db/raw_data/pcoli/atASMT-325G-1_S14_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/atASMT-325G-1_S14_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/atASMT-325G-1_S14_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/atASMT-325G-1_S14_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/atASMT-325G-1_S14_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/atASMT-325G-1_S14_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/atASMT-325G-1_S14_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/atASMT-325G-1_S14_L004_R2_001.fastq.gz,Justin Tan,Justin Tan,True,True,True,True,pcoli:atASMT_325G,True,True
p1k_00617,pcoli__atASMT_325G__2,pColi,pcoli,atASMT_325G,2,Escherichia coli K-12 MG1655 atASMT_325G,MG1655,Batch,No,M9,37,7.0,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.53230296,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",p1k_00708;p1k_00709,,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.ymben.2020.07.002,GSE133607,,,s3://precise-db/raw_data/pcoli/atASMT-325G-2_S15_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/atASMT-325G-2_S15_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/atASMT-325G-2_S15_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/atASMT-325G-2_S15_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/atASMT-325G-2_S15_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/atASMT-325G-2_S15_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/atASMT-325G-2_S15_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/atASMT-325G-2_S15_L004_R2_001.fastq.gz,Justin Tan,Justin Tan,True,True,True,True,pcoli:atASMT_325G,True,True
p1k_00618,pcoli__bpTDC__1,pColi,pcoli,bpTDC,1,Escherichia coli K-12 MG1655 bpTDC,MG1655,Batch,No,M9,37,7.0,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.669764005,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",p1k_00708;p1k_00709,,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.ymben.2020.07.002,GSE133607,,,s3://precise-db/raw_data/pcoli/bpTDC-1_S15_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/bpTDC-1_S15_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/bpTDC-1_S15_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/bpTDC-1_S15_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/bpTDC-1_S15_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/bpTDC-1_S15_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/bpTDC-1_S15_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/bpTDC-1_S15_L004_R2_001.fastq.gz,Justin Tan,Justin Tan,True,True,True,True,pcoli:bpTDC,True,True
p1k_00619,pcoli__bpTDC__2,pColi,pcoli,bpTDC,2,Escherichia coli K-12 MG1655 bpTDC,MG1655,Batch,No,M9,37,7.0,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.642599122,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",p1k_00708;p1k_00709,,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.ymben.2020.07.002,GSE133607,,,s3://precise-db/raw_data/pcoli/bpTDC-2_S16_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/bpTDC-2_S16_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/bpTDC-2_S16_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/bpTDC-2_S16_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/bpTDC-2_S16_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/bpTDC-2_S16_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/bpTDC-2_S16_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/bpTDC-2_S16_L004_R2_001.fastq.gz,Justin Tan,Justin Tan,True,True,True,True,pcoli:bpTDC,True,True
p1k_00620,pcoli__BRCA__1,pColi,pcoli,BRCA,1,Escherichia coli K-12 MG1655 BRCA,MG1655,Batch,No,M9,37,7.0,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.581244023,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",p1k_00708;p1k_00709,,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.ymben.2020.07.002,GSE133607,,,s3://precise-db/raw_data/pcoli/BRCA-1_S1_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/BRCA-1_S1_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/BRCA-1_S1_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/BRCA-1_S1_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/BRCA-1_S1_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/BRCA-1_S1_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/BRCA-1_S1_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/BRCA-1_S1_L004_R2_001.fastq.gz,Justin Tan,Justin Tan,True,True,True,True,pcoli:BRCA,True,True
p1k_00621,pcoli__BRCA__2,pColi,pcoli,BRCA,2,Escherichia coli K-12 MG1655 BRCA,MG1655,Batch,No,M9,37,7.0,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.580883044,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",p1k_00708;p1k_00709,,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.ymben.2020.07.002,GSE133607,,,s3://precise-db/raw_data/pcoli/BRCA-2_S2_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/BRCA-2_S2_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/BRCA-2_S2_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/BRCA-2_S2_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/BRCA-2_S2_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/BRCA-2_S2_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/BRCA-2_S2_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/BRCA-2_S2_L004_R2_001.fastq.gz,Justin Tan,Justin Tan,True,True,True,True,pcoli:BRCA,True,True
p1k_00622,pcoli__BRCActrl__1,pColi,pcoli,BRCActrl,1,Escherichia coli K-12 MG1655 BRCA_optimized,MG1655,Batch,No,M9,37,7.0,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.540660396,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",p1k_00708;p1k_00709,,PAIRED,ILLUMINA,4.0,doi.org/10.1016/j.ymben.2020.07.002,GSE133607,,,s3://precise-db/raw_data/pcoli/BRCActrl-1_S7_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/BRCActrl-1_S7_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/BRCActrl-1_S7_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/BRCActrl-1_S7_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/BRCActrl-1_S7_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/BRCActrl-1_S7_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/BRCActrl-1_S7_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/BRCActrl-1_S7_L004_R2_001.fastq.gz,Justin Tan,Justin Tan,True,True,True,True,pcoli:BRCActrl,True,True
p1k_00623,pcoli__BRCActrl__2,pColi,pcoli,BRCActrl,2,Escherichia coli K-12 MG1655 BRCA_optimized,MG1655,Batch,No,M9,37,7.0,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.539515622,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",p1k_00708;p1k_00709,,PAIRED,ILLUMINA,4.0,doi.org/10.1016/j.ymben.2020.07.002,GSE133607,,,s3://precise-db/raw_data/pcoli/BRCActrl-2_S8_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/BRCActrl-2_S8_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/BRCActrl-2_S8_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/BRCActrl-2_S8_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/BRCActrl-2_S8_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/BRCActrl-2_S8_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/BRCActrl-2_S8_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/BRCActrl-2_S8_L004_R2_001.fastq.gz,Justin Tan,Justin Tan,True,True,True,True,pcoli:BRCActrl,True,True
p1k_00624,pcoli__BRCAswap__1,pColi,pcoli,BRCAswap,1,Escherichia coli K-12 MG1655 BRCA_swap,MG1655,Batch,No,M9,37,7.0,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.574739754,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",p1k_00708;p1k_00709,,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.ymben.2020.07.002,GSE133607,,,s3://precise-db/raw_data/pcoli/BRCAswap-3_S19_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/BRCAswap-3_S19_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/BRCAswap-3_S19_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/BRCAswap-3_S19_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/BRCAswap-3_S19_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/BRCAswap-3_S19_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/BRCAswap-3_S19_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/BRCAswap-3_S19_L004_R2_001.fastq.gz,Justin Tan,Justin Tan,True,True,True,True,pcoli:BRCAswap,True,True
p1k_00625,pcoli__BRCAswap__2,pColi,pcoli,BRCAswap,2,Escherichia coli K-12 MG1655 BRCA_swap,MG1655,Batch,No,M9,37,7.0,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.573701226,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",p1k_00708;p1k_00709,,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.ymben.2020.07.002,GSE133607,,,s3://precise-db/raw_data/pcoli/BRCAswap-4_S20_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/BRCAswap-4_S20_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/BRCAswap-4_S20_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/BRCAswap-4_S20_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/BRCAswap-4_S20_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/BRCAswap-4_S20_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/BRCAswap-4_S20_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/BRCAswap-4_S20_L004_R2_001.fastq.gz,Justin Tan,Justin Tan,True,True,True,True,pcoli:BRCAswap,True,True
p1k_00626,pcoli__btAANAT__1,pColi,pcoli,btAANAT,1,Escherichia coli K-12 MG1655 btAANAT,MG1655,Batch,No,M9,37,7.0,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.611559596,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",p1k_00708;p1k_00709,,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.ymben.2020.07.002,GSE133607,,,s3://precise-db/raw_data/pcoli/btAANAT_1_S21_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/btAANAT_1_S21_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/btAANAT_1_S21_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/btAANAT_1_S21_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/btAANAT_1_S21_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/btAANAT_1_S21_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/btAANAT_1_S21_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/btAANAT_1_S21_L004_R2_001.fastq.gz,Justin Tan,Justin Tan,True,True,True,True,pcoli:btAANAT,True,True
p1k_00627,pcoli__btAANAT__2,pColi,pcoli,btAANAT,2,Escherichia coli K-12 MG1655 btAANAT,MG1655,Batch,No,M9,37,7.0,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.59937543,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",p1k_00708;p1k_00709,,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.ymben.2020.07.002,GSE133607,,,s3://precise-db/raw_data/pcoli/btAANAT_2_S22_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/btAANAT_2_S22_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/btAANAT_2_S22_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/btAANAT_2_S22_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/btAANAT_2_S22_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/btAANAT_2_S22_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/btAANAT_2_S22_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/btAANAT_2_S22_L004_R2_001.fastq.gz,Justin Tan,Justin Tan,True,True,True,True,pcoli:btAANAT,True,True
p1k_00628,pcoli__btASMT__1,pColi,pcoli,btASMT,1,Escherichia coli K-12 MG1655 btASMT,MG1655,Batch,No,M9,37,7.0,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.613998484,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",p1k_00708;p1k_00709,,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.ymben.2020.07.002,GSE133607,,,s3://precise-db/raw_data/pcoli/btASMT_1_S19_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/btASMT_1_S19_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/btASMT_1_S19_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/btASMT_1_S19_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/btASMT_1_S19_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/btASMT_1_S19_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/btASMT_1_S19_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/btASMT_1_S19_L004_R2_001.fastq.gz,Justin Tan,Justin Tan,True,True,True,True,pcoli:btASMT,True,True
p1k_00629,pcoli__btASMT__2,pColi,pcoli,btASMT,2,Escherichia coli K-12 MG1655 btASMT,MG1655,Batch,No,M9,37,7.0,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.618937178,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",p1k_00708;p1k_00709,,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.ymben.2020.07.002,GSE133607,,,s3://precise-db/raw_data/pcoli/btASMT_2_S20_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/btASMT_2_S20_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/btASMT_2_S20_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/btASMT_2_S20_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/btASMT_2_S20_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/btASMT_2_S20_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/btASMT_2_S20_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/btASMT_2_S20_L004_R2_001.fastq.gz,Justin Tan,Justin Tan,True,True,True,True,pcoli:btASMT,True,True
p1k_00630,pcoli__CC1__1,pColi,pcoli,CC1,1,Escherichia coli K-12 MG1655 CC1,MG1655,Batch,No,M9,37,7.0,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.642599122,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",p1k_00708;p1k_00709,,PAIRED,ILLUMINA,6.0,doi.org/10.1016/j.ymben.2020.07.002,GSE133607,,,s3://precise-db/raw_data/pcoli/CC1-Set4-1_S19_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/CC1-Set4-1_S19_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/CC1-Set4-1_S19_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/CC1-Set4-1_S19_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/CC1-Set4-1_S19_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/CC1-Set4-1_S19_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/CC1-Set4-1_S19_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/CC1-Set4-1_S19_L004_R2_001.fastq.gz,Justin Tan,Justin Tan,True,True,True,True,pcoli:CC1,True,True
p1k_00631,pcoli__CC1__2,pColi,pcoli,CC1,2,Escherichia coli K-12 MG1655 CC1,MG1655,Batch,No,M9,37,7.0,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.596039008,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",p1k_00708;p1k_00709,,PAIRED,ILLUMINA,6.0,doi.org/10.1016/j.ymben.2020.07.002,GSE133607,,,s3://precise-db/raw_data/pcoli/CC1-2_S18_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/CC1-2_S18_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/CC1-2_S18_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/CC1-2_S18_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/CC1-2_S18_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/CC1-2_S18_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/CC1-2_S18_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/CC1-2_S18_L004_R2_001.fastq.gz,Justin Tan,Justin Tan,True,True,True,True,pcoli:CC1,True,True
p1k_00632,pcoli__ccCOMT__1,pColi,pcoli,ccCOMT,1,Escherichia coli K-12 MG1655 ccCOMT,MG1655,Batch,No,M9,37,7.0,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),Carbenicillin(50),0.655445869,Clonal,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",p1k_00708;p1k_00709,,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.ymben.2020.07.002,GSE133607,,,s3://precise-db/raw_data/pcoli/ccCOMT-1_S7_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ccCOMT-1_S7_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ccCOMT-1_S7_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ccCOMT-1_S7_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/ccCOMT-1_S7_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ccCOMT-1_S7_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ccCOMT-1_S7_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ccCOMT-1_S7_L004_R2_001.fastq.gz,Justin Tan,Justin Tan,True,True,True,True,pcoli:ccCOMT,True,True
